timestamp,visitorid,event,itemid,transactionid
1433965494551,138131,transaction,8523,8277.0
1438974316376,1169689,transaction,192043,6056.0
1433195911409,131281,view,389048,
1433217056900,1242533,view,132637,
1433624800990,550507,addtocart,336131,
1433195876555,625795,view,1891,
1433172257646,1320174,view,4606,
1440424293459,896347,transaction,453192,12349.0
1433215491639,992272,view,50814,
1439752223495,17676,transaction,174947,4001.0
1434438260138,1346711,addtocart,466252,
1433183490579,820159,view,462394,
1440251357429,1089992,transaction,310944,8091.0
1433446846264,663086,addtocart,268883,
1434453515735,303469,addtocart,342367,
1434340390893,555544,transaction,39539,15911.0
1440025828522,1229029,transaction,181550,4501.0
1433362592829,1256805,addtocart,124608,
1438894745580,129198,transaction,187132,4768.0
1433194361799,1247050,view,88660,
1440706485431,686854,transaction,115213,5891.0
1434581026318,984679,addtocart,415610,
1433187187829,1008589,view,333383,
1433284814863,196046,addtocart,443030,
1434092279734,1208732,addtocart,221179,
1433163772758,917729,view,42540,
1433781998759,1093035,addtocart,27812,
1434471781093,431224,addtocart,338660,
1440629161843,645525,transaction,111896,16699.0
1434741261587,548772,transaction,362659,6133.0
1433207090164,527307,view,317435,
1433196704477,1349001,view,189189,
1433193336088,34974,view,71820,
1433181853120,291875,view,307503,
1435685484347,366706,transaction,192245,14547.0
1433218706967,322789,view,70401,
1434580041570,1145243,addtocart,166154,
1433217252253,365309,view,436059,
1433215227950,1105628,view,61240,
1433183779200,431896,view,412371,
1433216255624,960480,view,235664,
1433216473862,406943,view,348621,
1433177103430,786024,view,380101,
1433203962856,495588,view,176648,
1440429081188,1123059,transaction,421496,567.0
1433198505777,1155699,view,108031,
1433195974207,1160783,view,442662,
1441063788102,470487,transaction,361982,7208.0
1434755758789,76757,addtocart,161925,
1433201733416,1018710,view,87583,
1433193942230,261962,view,72294,
1433201342826,1072239,view,91019,
1433552938633,1161163,addtocart,331517,
1434393476341,198737,addtocart,450448,
1434511870200,860748,addtocart,207129,
1434627083741,525369,addtocart,75517,
1433189063771,509736,view,262186,
1433211374251,174948,view,349426,
1434557437103,1165148,addtocart,79484,
1433967408042,732419,addtocart,461686,
1433220771086,774019,view,417578,
1433174972143,521813,view,29100,
1433212002662,125473,view,344310,
1433181628078,468435,view,397642,
1435248056037,895999,transaction,50159,11673.0
1433207383719,465436,view,310702,
1434861906680,699538,addtocart,350399,
1433206196218,887733,view,427499,
1434513449072,678061,addtocart,292236,
1440175230111,595640,transaction,248455,13628.0
1433186676594,1251958,view,269358,
1433743908489,737186,addtocart,288359,
1438484900274,137011,transaction,73898,9649.0
1433217412579,379722,view,316183,
1433516826519,1051557,transaction,423511,9419.0
1433216120042,796623,view,271932,
1433223239808,1377281,view,251467,
1438554646813,897982,transaction,214335,5929.0
1434384104249,892355,addtocart,411373,
1438737236679,939279,transaction,448020,881.0
1438892840923,863183,transaction,285729,11805.0
1433176694278,350566,addtocart,379520,
1434397111308,550082,addtocart,399192,
1433220831548,479753,view,139068,
1434814698258,1032394,addtocart,459701,
1434695814551,678790,addtocart,22186,
1438459792635,705542,transaction,245005,7951.0
1433195659922,465973,view,20710,
1433206351770,1016655,view,122873,
1438737876189,1106244,transaction,264604,16414.0
1433175864009,556214,view,385978,
1433175488640,8736,view,24358,
1434042707808,36659,addtocart,211606,
1433187134230,1406024,view,195219,
1433189227816,597939,view,157419,
1433203238874,1335436,view,208803,
1435254329640,1150086,transaction,15744,4580.0
1441047814308,1218508,transaction,8611,4645.0
1433179206227,1336724,view,267050,
1433186666093,1325761,view,113604,
1433215778708,796113,view,398649,
1433178938255,30736,view,23562,
1433220336642,321381,view,444848,
1433700525267,317705,addtocart,358731,
1433959658805,701722,addtocart,302478,
1435010294623,327414,transaction,50221,12778.0
1434589148404,1134975,addtocart,412622,
1433194385603,610183,view,158603,
1441238082193,1150086,transaction,465824,15632.0
1433229592984,642034,addtocart,399531,
1433794912731,685306,addtocart,336131,
1441010786025,716683,transaction,172108,15518.0
1434820784871,1371376,addtocart,58752,
1433292401829,1029406,addtocart,62641,
1434853378088,154970,transaction,375332,6283.0
1433195472630,159682,view,431800,
1433218278339,776534,view,20388,
1433191236737,460284,view,11887,
1433199269905,612792,view,169317,
1433187756852,1183431,view,227880,
1433459570955,1134975,addtocart,281212,
1433186774412,1094490,view,454964,
1434481716234,1161163,transaction,393691,5598.0
1433179511217,873401,view,281211,
1435552074252,1161252,transaction,44631,7388.0
1434375191550,690929,addtocart,179932,
1433182041542,1314373,view,417516,
1440094656421,1136787,transaction,116306,4102.0
1433140323540,1112988,view,298196,
1434131847829,748040,addtocart,456951,
1433214439987,755284,view,192087,
1433909651121,777235,addtocart,429907,
1433184374488,894669,view,393458,
1433179962818,50741,view,395292,
1433196156370,1059808,view,7531,
1433797748489,213145,addtocart,50443,
1434671678213,693648,transaction,63212,12458.0
1438900610525,1150086,transaction,123541,16879.0
1433175594413,1249063,view,211581,
1433209368340,1331125,transaction,185896,11138.0
1433152085882,980047,view,293234,
1439233633426,1150086,transaction,354153,12200.0
1433203349217,1255322,view,465283,
1433204699406,1175437,view,57941,
1433204582676,26633,view,141328,
1434045177660,4241,transaction,340794,1264.0
1433195972269,226806,view,28168,
1433626787906,911674,transaction,391484,9342.0
1440560293332,339526,transaction,251515,16713.0
1433954358848,249932,addtocart,233938,
1434748178809,579210,addtocart,386899,
1434478234434,872338,transaction,134558,11786.0
1434324604178,587663,transaction,428257,16439.0
1439987905372,822155,transaction,130113,12967.0
1433206156985,568388,view,65232,
1433220049612,113274,view,380511,
1433206904729,449022,view,174719,
1433183815296,609695,view,68595,
1433178652598,1163221,view,88196,
1440094991614,1201458,transaction,236696,8190.0
1433211214520,947290,view,376793,
1440198662505,1075890,transaction,291409,7737.0
1433177277126,820159,view,62641,
1433180634328,692659,view,32971,
1433207474571,88841,view,37068,
1433185185113,262817,view,400211,
1433218504838,1121506,view,442895,
1440433987906,1278460,transaction,167769,7765.0
1433444748297,1093035,transaction,150882,66.0
1433370787789,747091,addtocart,453646,
1433350935563,1093035,transaction,126929,13727.0
1433219197117,716201,view,453242,
1433218979188,633707,view,218502,
1433201496165,1203064,view,126396,
1433187827495,85211,view,110480,
1433347123703,1257751,addtocart,52888,
1433172791179,417915,view,161736,
1439772671763,692368,transaction,46156,13202.0
1433215884181,1042749,view,172967,
1433213482060,789685,view,402256,
1434642665090,1266624,addtocart,304877,
1433197698827,883454,view,399192,
1433168819251,1198354,view,87390,
1439850716610,765900,transaction,213834,7132.0
1434558739730,138131,transaction,242694,1878.0
1440734041258,242105,transaction,248189,11568.0
1433959220159,1093035,transaction,122219,4924.0
1433221703456,86091,view,243566,
1434422182289,255859,addtocart,86675,
1434745665918,452771,addtocart,204494,
1433170942169,389645,view,246888,
1433905509737,239319,transaction,422425,956.0
1433986238244,1014471,addtocart,402455,
1433165961014,357727,view,125088,
1433795795883,1093035,transaction,419470,14272.0
1433187155678,1245814,view,34381,
1433201448351,497757,view,96924,
1439494645697,1197343,transaction,339032,6993.0
1433185598872,1329305,view,103711,
1433193599385,273406,addtocart,410587,
1433175881660,743076,view,247578,
1433218384570,1017337,view,335873,
1433212895279,1065331,view,421884,
1433208553344,107130,view,41657,
1433195844793,547275,view,229219,
1433190112528,1094999,view,389158,
1433204654983,721699,view,60996,
1433172184367,1098018,view,120541,
1433597517612,477482,addtocart,434441,
1433183775000,504681,view,393142,
1434289262502,1255023,addtocart,226940,
1440093249315,1042112,transaction,206218,17058.0
1433216313477,446011,view,422948,
1433198271832,1214652,view,281283,
1433993624768,758477,addtocart,103634,
1433206343678,1016655,view,122873,
1433433177562,503857,transaction,216271,10054.0
1434562654165,941074,addtocart,67423,
1434736193566,1221125,transaction,131787,8487.0
1433199342490,631434,view,111830,
1434408523203,371604,addtocart,175273,
1433792554369,1017680,addtocart,325585,
1433180558836,160820,view,272725,
1433175608597,15658,view,361956,
1434259659887,972784,addtocart,148586,
1434562526200,730188,transaction,316753,21.0
1434312305342,1156422,addtocart,91264,
1434523858657,553984,addtocart,291877,
1434737258535,76757,addtocart,338427,
1435244270085,41098,transaction,84321,16007.0
1435353415236,686854,transaction,257200,8460.0
1440540630730,407747,transaction,317938,12455.0
1439863537889,1150086,transaction,301602,6904.0
1433211009044,557389,view,114385,
1434217718631,167197,addtocart,376743,
1435444004953,739495,transaction,408179,14312.0
1433200532544,434418,addtocart,159822,
1433218436601,322046,view,374309,
1433163255343,215673,view,443127,
1434489845635,681829,addtocart,343512,
1433195354742,941755,view,64279,
1434299686930,164995,addtocart,4613,
1433201507733,280993,view,225279,
1433169706338,307542,view,431232,
1433862039851,346031,addtocart,300766,
1439451641114,261507,transaction,340158,2138.0
1440981520358,994820,transaction,119720,14313.0
1433199856575,1134659,view,42002,
1433176173570,773236,view,110065,
1433574157512,903507,addtocart,222285,
1433163982496,138500,view,365193,
1433199469494,1262856,view,55742,
1433205874989,1140096,view,348107,
1439499728340,675006,transaction,372188,4112.0
1435433334951,371606,transaction,29940,5903.0
1433823274723,654292,transaction,393111,15462.0
1433631524191,1218202,addtocart,113535,
1433186972319,380403,view,303145,
1433218337347,662168,view,184628,
1433211389239,1238871,view,36535,
1435724868096,1334582,transaction,408218,8584.0
1434820786894,1063775,addtocart,283883,
1433221932211,912745,view,268887,
1433262959938,536804,transaction,276282,1524.0
1435382523800,365845,transaction,92668,15580.0
1433183903289,692312,view,272547,
1433193493124,1317249,view,204070,
1433142506442,155982,view,221198,
1433201861929,1247065,view,12829,
1433215096587,725003,view,326863,
1433545679157,1109044,transaction,175485,16448.0
1433382817396,163561,transaction,143643,10955.0
1433206250858,1244893,view,215024,
1433199892741,718038,view,345041,
1441256488826,1363612,transaction,46910,2417.0
1433217517350,65083,view,134353,
1439872581665,1183970,transaction,463052,13752.0
1433700076985,1052428,transaction,407952,8043.0
1433143916437,211633,view,206361,
1434330917834,311205,addtocart,47174,
1433222856548,106746,view,215505,
1434490613136,76757,transaction,101666,12283.0
1433457141731,278349,addtocart,267050,
1440375840343,247235,transaction,211592,11133.0
1434730735352,387929,addtocart,289844,
1433188122486,286616,view,356635,
1434053941678,822310,addtocart,6518,
1440175361175,162932,transaction,144540,13901.0
1433709933116,1194484,addtocart,193554,
1433212593356,740331,view,429953,
1434235236455,213089,transaction,42002,6383.0
1433978320926,1375515,transaction,301721,8059.0
1433629055076,138131,addtocart,189818,
1434650197823,1167457,transaction,297884,2110.0
1433185953791,248895,view,268149,
1434518126856,272318,addtocart,29940,
1433207761064,160674,view,94355,
1439992552088,376507,transaction,436004,6888.0
1433367398556,1339934,addtocart,393768,
1434412782907,17005,addtocart,328486,
1433192482192,953905,view,181576,
1433200905015,1246183,view,355994,
1433272534196,196128,addtocart,390152,
1434757507708,76757,addtocart,86675,
1433217550157,309150,view,96924,
1439503637492,34519,transaction,98178,1905.0
1433205455084,50588,view,311693,
1433173335841,1388505,view,186108,
1434392328639,712239,addtocart,2836,
1433176576667,615910,view,422333,
1433296150210,614519,addtocart,339763,
1433191927394,839862,view,169959,
1435088020370,76757,transaction,235905,10265.0
1433186780820,820159,view,461765,
1433191738357,178376,view,45237,
1433209221343,356299,addtocart,347220,
1433185311543,1207808,view,151463,
1433211877954,1132425,view,230850,
1434153941253,416534,addtocart,328365,
1433864720623,474354,addtocart,19588,
1433194739377,256542,view,336552,
1433204040203,393253,view,331196,
1433196570825,1020169,view,193990,
1434991645657,1320249,transaction,358348,12628.0
1433142832922,643458,view,320305,
1433169830830,1065887,view,360525,
1433210338458,204130,view,282733,
1434489461066,898067,addtocart,97886,
1433177865288,1383034,view,274217,
1433164847229,65503,view,17621,
1433222046974,428642,view,359747,
1434567125390,459169,addtocart,248630,
1433181200010,873401,transaction,281211,2653.0
1434856489623,491323,addtocart,286044,
1439873438374,19512,transaction,272880,12189.0
1433188309011,728039,view,333227,
1434348770691,420840,addtocart,399709,
1433203539242,502166,view,360258,
1433224083893,384763,view,178862,
1435618796943,836635,transaction,115826,7699.0
1433169997607,412336,view,90792,
1433200071843,845,view,351530,
1433965057277,111105,addtocart,459848,
1434320196203,1229833,addtocart,293068,
1433194423651,1253518,view,174277,
1433915819018,154862,addtocart,367623,
1439398602771,46841,transaction,167769,4803.0
1433974592808,1168431,transaction,135591,875.0
1440824954838,582638,transaction,264067,10779.0
1433175269612,999616,view,210279,
1433720952051,1311741,transaction,46156,1325.0
1433314413044,1240838,addtocart,340190,
1440560293335,339526,transaction,357212,16713.0
1434464722419,266582,addtocart,208813,
1433191573636,611065,view,361255,
1433201315428,453965,view,111926,
1433211013834,59415,view,83161,
1433188974008,1202187,view,115889,
1434345233145,1034893,addtocart,52039,
1433182707335,576837,view,18062,
1433194756050,1176232,view,110769,
1434296418002,138131,addtocart,362760,
1433188011800,1373580,view,114070,
1433222756124,582272,view,454653,
1433201863881,337619,view,198574,
1433266986623,771946,addtocart,368025,
1439407124059,738746,transaction,317691,2659.0
1433611405509,389212,addtocart,447591,
1433206375745,895887,view,122941,
1435527261865,836635,transaction,92979,12351.0
1433204753706,244007,view,182331,
1433224109302,29949,view,329279,
1433143007798,1007944,view,229523,
1433211778769,1258499,view,143008,
1433216290093,1230294,view,287309,
1440091663715,1150086,transaction,192931,15308.0
1433180279201,335755,view,304200,
1435609078913,996879,transaction,361656,13525.0
1433217142716,169835,view,159603,
1435096730111,932203,transaction,407370,14257.0
1434199377466,769157,addtocart,407078,
1433211139898,600024,view,435676,
1433165112759,307542,view,45237,
1433189051013,825321,view,158262,
1435255123659,635862,transaction,209593,15513.0
1434518870791,337668,addtocart,460873,
1441076108209,1381558,transaction,438759,17107.0
1433805522217,551849,transaction,212216,10148.0
1438417720100,674837,transaction,47043,13826.0
1433204582145,541115,view,238059,
1433191979953,839839,view,436824,
1433250370346,765268,addtocart,386092,
1438456984483,868475,transaction,236266,6919.0
1433193883471,960080,view,203661,
1433462469493,953383,addtocart,258608,
1435013310029,836635,transaction,17478,3971.0
1433171645302,385262,view,278460,
1433444302341,990383,addtocart,95834,
1433197861498,1324486,view,373894,
1433223360663,1078178,view,323147,
1435637508071,822553,transaction,184331,15238.0
1433183984669,671041,view,31004,
1440778520836,1034255,transaction,286736,5652.0
1433209882801,723294,view,240291,
1433200792282,661192,view,145995,
1433211760932,942761,view,408504,
1433215285080,100770,view,21370,
1434122314933,371604,addtocart,101184,
1434564657131,901283,transaction,303058,3922.0
1433196048957,1380717,view,359214,
1433448371068,1317103,transaction,280065,3821.0
1433188241290,1120640,view,374852,
1438905187107,1150086,transaction,50648,7891.0
1433142166746,1064989,view,114866,
1433142895905,643458,view,320305,
1433390746436,281843,addtocart,355186,
1433174911154,492165,view,63007,
1434073212239,972095,addtocart,312781,
1434409469252,821710,addtocart,331526,
1433185846358,357392,view,43226,
1433187340267,422787,view,259078,
1433181028577,940268,view,197394,
1434604837338,617793,addtocart,401122,
1433183325555,57568,view,297275,
1433187640261,315835,view,263637,
1433203447686,1327144,view,327104,
1434668392149,1188607,addtocart,310514,
1433977236049,500795,addtocart,377843,
1433993462410,807384,addtocart,51561,
1433186577643,346248,view,188368,
1433215724076,471525,view,434747,
1439415745017,846763,transaction,10572,7047.0
1433207145618,324487,addtocart,391451,
1434578714982,204831,transaction,361734,7807.0
1439479299176,460240,transaction,26598,347.0
1433193112231,209560,view,51367,
1433174733161,973299,view,277264,
1433185771240,704250,view,2270,
1433180915009,1093035,view,234431,
1434658509047,777857,transaction,254324,14993.0
1434563892262,895999,transaction,40484,8310.0
1439428131289,861299,transaction,218817,6212.0
1433174748808,1052536,view,358845,
1433139761473,532387,view,377193,
1433218622561,572783,view,242905,
1433195065550,469194,view,432925,
1433139903796,727778,view,221124,
1433199114748,662559,view,200370,
1433535084524,901467,transaction,222166,7517.0
1433703639950,1075423,addtocart,452802,
1433215409069,855964,view,222695,
1433176385193,809753,view,329693,
1434139239406,748040,transaction,77733,16253.0
1433173879571,850365,view,174421,
1434559727228,89246,addtocart,282569,
1439916870030,964382,transaction,306380,15886.0
1433213660844,911016,view,323969,
1438817831355,1126793,transaction,408305,4395.0
1433181766526,853650,view,223075,
1433202873051,421668,view,457162,
1434762875870,285368,transaction,40870,14964.0
1433159872164,242221,view,341871,
1433175269308,839628,view,1279,
1434490436121,76757,addtocart,101666,
1433172885943,432280,view,33912,
1433189763235,75484,view,142466,
1433216635127,1275146,view,17257,
1438741845624,152963,transaction,11621,15589.0
1433273986979,377698,addtocart,175356,
1434055063734,1284340,transaction,307322,9139.0
1433216171853,1253863,view,193900,
1433208651667,1195489,view,277106,
1433713619678,1344372,addtocart,173011,
1435419746899,1176501,transaction,89044,922.0
1434305637396,194072,addtocart,435167,
1434644098480,1167457,addtocart,410587,
1433208044039,1063428,view,242007,
1440701256165,152963,transaction,266725,6450.0
1433208580806,286616,view,17435,
1434607398535,379692,addtocart,349202,
1434483111851,717701,transaction,13730,1659.0
1433205743041,1366504,view,35881,
1434647657019,684514,transaction,38965,12858.0
1433789782221,921444,transaction,414155,115.0
1433212422205,1058763,view,218235,
1433927602497,743673,addtocart,76744,
1433823200232,879063,addtocart,309778,
1440290212805,609895,transaction,77189,480.0
1433294578531,844721,addtocart,318333,
1433188086236,438816,view,168775,
1433192157800,159104,view,463379,
1433180704456,1045411,addtocart,144717,
1433210185809,88841,view,150439,
1438725934797,35623,transaction,135864,8875.0
1433177535801,211999,view,299677,
1433217292740,1162858,transaction,463280,14440.0
1433206333251,568388,view,65232,
1435248483799,335188,transaction,315543,2761.0
1433172940779,785611,view,64751,
1434033569961,816893,addtocart,463379,
1433825582626,12579,addtocart,201128,
1433211275644,1122583,view,225826,
1433308742658,154313,addtocart,229504,
1433196033963,1143860,view,192013,
1439932553055,734989,transaction,267961,15377.0
1434071421095,1270193,addtocart,410099,
1433196202397,478141,addtocart,268335,
1433987797379,577262,transaction,339070,14700.0
1438813712390,1254379,transaction,156436,12500.0
1439100204699,1237111,transaction,16344,2646.0
1434401482255,8516,transaction,248569,6909.0
1434474936475,635987,transaction,160272,13609.0
1433191489568,1184226,view,336571,
1433180271587,893875,view,51542,
1433204875191,86190,view,133236,
1434268309177,1190855,transaction,254813,13575.0
1438903700965,100852,transaction,4001,16250.0
1434498561897,1351788,addtocart,398671,
1433192666645,353304,view,431621,
1433193057109,1304223,view,330519,
1433211703591,65493,view,358050,
1433531489739,32160,addtocart,119737,
1433206862639,350566,view,277119,
1435625278018,1070029,transaction,213834,3105.0
1434034641285,676700,addtocart,328467,
1433530067713,143679,transaction,384397,4133.0
1433351717132,991912,addtocart,234255,
1434035057570,676700,transaction,187138,14691.0
1433174597664,1094095,view,248023,
1434117355606,1366202,addtocart,222604,
1433175193038,189384,view,170811,
1440652086507,832747,transaction,59122,4757.0
1433217125592,932927,view,273743,
1434479458261,530559,addtocart,159979,
1433227105920,262607,transaction,383396,13342.0
1433206578583,1299953,view,180853,
1435090754930,1017859,transaction,212351,9772.0
1434491003201,284687,addtocart,346014,
1433203517367,162122,view,277762,
1433205085782,978281,view,312764,
1433220763021,989491,view,339157,
1433206957107,223006,view,461944,
1433702361392,213145,addtocart,27537,
1441234489012,569539,transaction,136053,55.0
1433737856846,570716,addtocart,117075,
1433174488008,297269,view,256695,
1439279227521,796253,transaction,146471,1707.0
1433212128982,1236952,view,365990,
1433213213467,390130,view,241813,
1433540920021,1341202,transaction,448413,14275.0
1433205846253,1070360,view,242631,
1433271444190,10583,addtocart,400859,
1434486449439,123324,addtocart,129857,
1433212710716,80355,view,62438,
1433218307856,571258,view,50329,
1439951514410,9079,transaction,224862,12912.0
1433170708474,141591,view,143185,
1433186473672,738532,view,114866,
1433211976991,1258499,view,145850,
1433207173846,88841,view,37068,
1433187683233,56976,view,18287,
1433191266341,1192541,view,369599,
1433222415543,26857,view,278132,
1433201229249,1034396,view,68000,
1433190533902,1179900,view,441017,
1433445203109,1156017,addtocart,133476,
1433201008703,1113093,view,330889,
1434749051610,912214,addtocart,242521,
1433460183791,503857,transaction,111530,15071.0
1434511473183,356005,addtocart,27412,
1433629036143,431855,addtocart,229821,
1440623880749,569539,transaction,105933,14540.0
1433475352652,186001,addtocart,464661,
1433182412889,1191865,view,207189,
1433186561099,488131,view,132887,
1434490883181,1253728,transaction,423911,6261.0
1433183365367,508015,view,215868,
1440567776780,466004,transaction,222888,1053.0
1438483447851,760673,transaction,400093,8065.0
1433984361361,117249,addtocart,239086,
1433194607083,939182,view,48743,
1434613041087,716302,addtocart,268973,
1433192971309,653489,view,355396,
1433202377844,327411,view,135644,
1433188275988,361408,view,306154,
1433574072302,903507,addtocart,344723,
1433171623003,582583,view,276764,
1439323456677,861299,transaction,394974,16048.0
1434411945829,347814,addtocart,247240,
1433179361650,8797,view,11279,
1433721249576,445389,addtocart,17478,
1433379287683,978476,addtocart,290001,
1433162507262,673857,view,410582,
1433177288856,120723,view,325844,
1433194638962,203063,view,277986,
1433203261928,1364607,view,227709,
1433173139194,557378,view,445128,
1433227509919,451318,addtocart,440696,
1439961234542,1164713,transaction,442721,12545.0
1433200236311,943780,view,233008,
1433179130907,615032,view,71556,
1433444809252,892355,addtocart,261568,
1433773179756,281469,addtocart,11663,
1433138478869,766111,view,208389,
1433396083642,163725,addtocart,189764,
1433189469766,1014818,view,240453,
1433437840326,741296,addtocart,455629,
1433227382365,451318,addtocart,329624,
1433212935287,1131492,view,123524,
1434607140528,617793,transaction,429846,13057.0
1433305919131,644194,addtocart,205582,
1433169379351,189384,view,299044,
1434489771790,76757,transaction,412956,2416.0
1434391184045,93604,addtocart,7943,
1433198505274,704330,view,457717,
1433194364857,7173,view,324803,
1433144831933,74235,view,343847,
1438650709430,1150086,transaction,268336,4164.0
1433210386203,724274,view,237952,
1433208812615,716141,view,379390,
1433182909119,253880,view,198518,
1433659301000,1297290,addtocart,322957,
1433182627522,468309,view,257402,
1434605320573,213393,addtocart,369158,
1433224776968,357494,view,29100,
1433191867581,798288,view,87417,
1433297474578,488277,transaction,221317,3658.0
1433202441844,327411,view,39483,
1439477241692,95059,transaction,362851,17065.0
1433800766601,815215,addtocart,375169,
1434745756604,448398,transaction,280676,586.0
1438643763009,240176,transaction,32402,56.0
1433197932487,269829,view,269955,
1433205654347,1366504,view,252596,
1433208425439,350566,addtocart,370745,
1433888275123,190023,addtocart,212274,
1434626983427,525369,addtocart,75517,
1435687492846,248679,transaction,444931,10566.0
1433164166091,546801,view,382213,
1434478115527,872338,addtocart,207125,
1433221524512,1153198,view,357579,
1433216799434,1034897,view,250623,
1434657628577,1269056,addtocart,452917,
1433975236305,138131,transaction,119736,2917.0
1433778644178,76757,addtocart,1115,
1439571084458,530559,transaction,62616,17657.0
1434467806196,995925,addtocart,346152,
1433172085967,316989,view,23562,
1433215523873,1140225,view,344902,
1435214865823,830793,transaction,367664,9582.0
1439602058199,703502,transaction,26747,10394.0
1433202627792,423975,view,123329,
1433171966273,468309,view,57906,
1433217555900,307264,view,55758,
1433218108716,494732,view,137440,
1434034223715,788951,addtocart,375492,
1434644054138,240998,addtocart,90897,
